Unnamed: 0,artist_song,song_x,artist_x,genre,lyric,like,year_x,artist_y,song_y,key,camelot,bpm,duration,popularity,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,loudness,year_y,target
11,일급비밀 Count down,Count down,일급비밀 (TST),댄스,도도해 그래 네가 이겼어 눈빛으로 얼음같이 튕겨내 아리송송하게 나를 대해 Hey girl Attention baby Woo Woo 내 눈을 봐 Woo Woo 나 좀 부끄러 절대 꺼지지 않는 맘에 눈앞을 환하게 비추잖아 기죽지 않아 매일 밤 너의 꿈속에 찾아갈 테니 기대해도 좋아 아직 시작하지 않았어 천천히 달아오를 거야 다음엔 전율을 느낄 테니 준비해 oh Count down 사랑은 시작됐어 뛸까 말까 망설일 시간 없어 달려와 널 기다리고 있어 특별해 멈추지 않아 아름다운 나의 여신 only you 끌려가 끌려가 아름다워 떨쳐내려고 하면 할수록 딱 끓는다는 걸 알아 나 네게 기회를 줄게 Oh how work it baby Woo Woo 당긴 순간 Woo Woo 주체할 수 없는 짐승 같은 이끌림 너도 빠질 수밖에 없어 기죽지 않아 매일 밤 너의 꿈속에 찾아갈 테니 기대해도 좋아 아직 시작하지 않았어 천천히 달아오를 거야 다음엔 전율을 느낄 테니 준비해 oh Count down 사랑은 시작됐어 뛸까 말까 망설일 시간 없어 달려와 널 기다리고 있어 특별해 멈추지 않아 아름다운 나의 여신 only you 끌려가 끌려가 아름다워 숨이 차올라 지금 보는 매 순간이 달라 보여 널 힐끗 바라봐 마지막 끝나갈 내 러닝타임에 나타나 버린 넌 다음 방향은 자연스레 정해 나쁜 손 허리로 서툰 말보다 확실한 행동 네가 바란 것 그대로 실현할 너의 Ace 너의 Ace 흔들리는 눈빛에 가빠온 숨을 봐 Oh Count down 사랑은 시작됐어 뛸까 말까 망설일 시간 없어 달려와 널 기다리고 있어 특별해 멈추지 않아 아름다운 나의 여신 only you 끌려가 끌려가 아름다워,400,2020,TST,Count down,C# Major,3B,171,3:22,11,92,44.0,63,28.0,0.0,30.0,26.0,-2 dB,2020.0,0
12,SF9 Good Guy,Good Guy,SF9,댄스,있잖아 꼭 너에게만 보여줄게 Oh no 근사한 남자인 걸 알게 될걸 Baby 지금 말해줄게 Yeah 난 너에게 보석 같은 사람 Just tell me why Tell me why 진짜를 몰라봐 Yeah 마지막 Chance 천천히 봐 놓치지 마 ‘Cause I’m good good good good Good Guy yeah Good Guy But you’re bad bad bad bad 네 옆에 내가 안 보여 Oh yeah 불을 켜고 찾아봐도 나야 이리저리 헤매봐도 나야 ‘Cause I’m good good good good 숨겨진 매력을 몰라 날 꽉 잡아 더 늦기 전에 Oh yeah 감정 표현 서투른 내가 너에게만 이래 믿기지 않겠지만 다 사실이야 Feel it 매번 너를 보면 내가 좋은 사람처럼 변해 That’s what I like 너의 전부를 Yeah If I wanna show you Take a film Make a chance 나란 놈을 가득 채워 줄 순간이기를 바라 갖는 기다림의 미학 그게 너이겠지만 Pray for you 널 위해 준비된 Yeah 선물인 걸 척 보면 몰라 Just tell me why Tell me why 진짜를 몰라봐 Yeah 마지막 Chance 천천히 봐 놓치지 마 ‘Cause I’m good good good good Good Guy yeah Good Guy But you’re bad bad bad bad 네 옆에 내가 안 보여 Oh yeah 불을 켜고 찾아봐도 나야 이리저리 헤매봐도 나야 ‘Cause I’m good good good good 숨겨진 매력을 몰라 날 꽉 잡아 더 늦기 전에 Oh yeah 시시한 사랑관 이제 넌 제껴 보통의 주제에서 네 얘기는 뺐어 나의 우주에 너를 더한 무게는 기울이게 돼 너의 삶 옆에 나를 믿어보면 절대 후회는 No Never never ‘Cause I’m good good good good Good Guy yeah Good Guy But you’re bad bad bad bad 네 옆에 내가 안 보여 Oh yeah 불을 켜고 찾아봐도 나야 이리저리 헤매봐도 나야 ‘Cause I’m good good good good 숨겨진 매력을 몰라 날 꽉 잡아 더 늦기 전에 Oh yeah,"30,201",2020,SF9,Good Guy,A♭ Major,4B,124,3:13,48,85,73.0,59,11.0,0.0,5.0,9.0,-2 dB,2020.0,0
13,드림노트 바라다,바라다 (WISH),드림노트 (DreamNote),댄스,(들어봐봐) 똑같은 하루 지루해 지루해 Boring  꿀꿀한 기분 따분해 따분해 다운돼 Fallin  용기를 내봐 매일 밤 상상해 왔던 너와 나 이젠 내가 다가가 볼래  널 몰랐었던 날 모든 게 아쉬워 조금만 다가가면 닿을 수 있을까  작은 하나하나가 크게만 느껴져 Oh 나 사랑하고 있나 봐  Dream dream on Dream dream d-dream on (DREAM NOTE)  Dream dream on 꿈꿔온 순간 oh oh (DREAM NOTE)  달려갈 거야 우리 꿈같은 시간 Hey you’ve gotta keep it up!  Let me fly fly and high 숨겨왔던 맘을 모두 내게 말해줘 꿈속에서 간절히 원했던 건 너야 Dreams come true now  넌 나의 dream on We can make this dreams come true  넌 나의 dream on Dream on baby whoo!  넌 try try 계속해야지 Don’t give me up No no 안되지 Wanna get to know me  Ok baby it’s ok Feeling lucky it’s your day I love it baby when you give me attention  널 몰랐었던 날 모든 게 아쉬워 조금만 다가가면 닿을 수 있을까  작은 하나하나가 크게만 느껴져 Oh 나 사랑하고 있나 봐  Dream dream on Dream dream d-dream on (DREAM NOTE)  Dream dream on 꿈꿔온 순간 oh oh (DREAM NOTE)  달려갈 거야 우리 꿈같은 시간 Hey you’ve gotta keep it up!  Let me fly fly and high 숨겨왔던 맘을 모두 내게 말해줘 꿈속에서 간절히 원했던 건 너야 Dreams come true now  넌 나의 dream on We can make this dreams come true  넌 나의 dream on Dream on baby whoo!  솔직히 말해줘 너에 대한 모든걸 (Dream on) 너는 내 꿈인걸 (Dream on) Ah ha Ah ha Ah ha  Let me fly fly and high 숨겨왔던 맘을 모두 이제 말해줘  꿈속에서 간절히 원했던 건 너야 Dreams come true now  넌 나의 dream on We can make this dreams come true  넌 나의 dream on Dream on Baby Whoo!  Dream on Baby Whoo!,"2,093",2020,DreamNote,WISH,F# Minor,11A,130,3:18,30,92,70.0,73,12.0,0.0,10.0,9.0,-1 dB,2020.0,0
14,네이처 어린애,어린애 (Girls),NATURE (네이처),댄스,Baby 오늘 밤이 마지막일 거라면 사랑이 원래 유치해도 받아줄 순 없니 기다림과 이 집착은 네가 만든 거라고 더 미워할 마음조차 가져본 적 없었어 새하얀 나를 제발 갖고 놀지 말아줘 순진했던 난 사랑 앞에 어린애 어린애 난 사랑 앞에 어린애 사랑은 Really really Make me silly silly 내 모습 우스워져 내 모습 우스워져 내 마음은 Really really Hot like chilly chilly 나 계속 유치해져 난 사랑 앞에 어린애 사랑한단 그 한마딜 다시 듣고 싶어서 또 다시 난 오늘 밤을 혼자 울고 있겠지 새하얀 나를 제발 갖고 놀지 말아줘 순진했던 난 사랑 앞에 어린애 어린애 난 사랑 앞에 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 사랑 앞에 난 어린애 난 사랑 앞에 어린애 어린애 난 사랑 앞에 어린애 사랑은 Really really Make me silly silly 내 모습 우스워져 내 모습 우스워져 내 마음은 Really really Hot like chilly chilly 나 계속 유치해져 난 사랑 앞에 어린애,"1,689",2020,NATURE,Girls,F Minor,4A,115,3:31,45,83,70.0,65,1.0,0.0,13.0,4.0,-3 dB,2020.0,0
15,옹성우 WE BELONG,WE BELONG,옹성우,R&B/Soul,What am I waiting for 난 뭘 기다렸었는지 What am I looking for 대체 어딜 바라봤던 건지 난 겁이 났었지 네가 내게 줬던 것만큼 줄 수 없을 것 같았지 But now now I realize 한 자 두 자 네게 할 말을 적어 이젠 말할게 I am nothing without you So I wanna be with you 늘 난 너의 곁에 있을게 네 손 놓지 않을게 We belong we belong we belong in love Uh 때론 다투고 싸워도 우리 혹시 멀어져도 연결돼있지 서로 마치 별자리처럼 그 누가 널 울게 한 대도 내가 되어줄게 네 위로 Like you did to me babe Yeah we belong together 난 겁이 났었지 우리의 끝이 어딘가 희미해지려 했었지 So now now I realize 한 발 두 발 네게 조금씩 다가가 난 말할게 I am nothing without you So I wanna be with you 늘 난 너의 곁에 있을게 네 손 놓지 않을게 We belong we belong we belong in love 너는 텅 빈 나의 우주를 하나 둘 장식해 네 빛으로 우리 함께 수놓은 아름다운 universe 영원히 끝나지 않을 약속 Always belong to you 너만 있으면 돼 아무것도 필요 없어 난 늘 네 편이고 싶어 my baby 너의 그 매일이 oh 나와 함께이길 바래 baby 더 바랄 건 없어 내 손을 잡아 I am nothing without you So I wanna be with you 늘 난 너의 곁에 있을게 네 손 놓지 않을게 We belong we belong we belong in love,"29,534",2020,ONG SEONG WU,WE BELONG,A Major,11B,100,3:22,32,76,75.0,71,4.0,0.0,4.0,6.0,-4 dB,2020.0,0
16,pH-1 Nerdy Love,Nerdy Love (Feat. 백예린),pH-1,랩/힙합,알람 우는 소리에 난 wake up 비가 오고 난 후 날이 개어있어 어제 골라 놓은 옷을 dress up 그냥 단정해 잘 몰라 메이커 난 지금 서둘러 너를 데리러 좋아한다며 노란 해질녘 되어주고 싶어 멋진 연인 but i can’t stop being so damn nerdy 지난 주 같이 둘이서 본 드라마 속 주인공 처럼 뜨겁고 불이 올라 타오르는 그런 love 보여주고 싶어 but 가진 게 난 없고 남자답지 않아 아주 가끔 너도 멋진 real man 때론 원할 텐데 사랑은 그런 게 아냐 바보야 if you can't stop being you i'll just be a nerd for you too 이런 널 보며 행복할 나를 알잖아 if you can't stop being you i'll just be a nerd for you too it's not nerdy boy it's you just sweet babe can you love me love me love me love me baby 그냥 너라서 나는 행복해 그래 너도 비교될 거 알아 친구의 남자친구 덩치도 좋아 등에도 업히고 그런 사진에 좋아요 누른 널 보며 나는 또 내 어깰 못 피고 사람 많은 지하철 안에서 너를 끌어안은 적도 머리 하얘질 정도로 키스하는 법도 i don’t really know baby i’ve been feeling like a huge nerd lately 이런 내 멋없는 모습에 너는 왜 그렇게 날 보며 웃는지 환하게 i wish i really could change for the better 어쩌면 너의 매일은 한심한 나를 향한 배려 가진 게 난 없고 남자답지 않아 아주 가끔 너도 멋진 real man 때론 원할 텐데 사랑은 그런 게 아냐 바보야 if you can't stop being you i'll just be a nerd for you too 이런 널 보며 행복할 나를 알잖아 if you can't stop being you i'll just be a nerd for you too it's not nerdy boy it's you just sweet babe can you love me love me love me love me baby 그냥 너라서 나는 행복해 i’m a nice guy i hate being a nice guy 이해 못해 대체 왜일까 잠을 설쳐 요즘 매일 밤 i’ve been losing sleep for you my feelings are free for you 하지 않길 바랄 뿐 후회만 우린 특별하거든 you and i can’t stop being so damn nerdy tell me why am i so damn nerdy,"71,641",2020,"pH-1, Yerin Baek",Nerdy Love,A Major,11B,104,3:16,55,59,76.0,87,54.0,0.0,9.0,5.0,-7 dB,2020.0,0
17,릴러말즈 인간중독,인간중독 (Feat. 유라 (youra)) (Prod. TOIL),릴러말즈 (Leellamarz),랩/힙합,그대는 커피 같아요 그대 없이 손을 떨어요 그대는 담배 같아요 내 한숨을 들어줄래요 중독됐나요 되돌려야 해요 어디 있나요 그대의 손 그대의 품 그게 절실해요 밤새 헤맨 어두운 거리 날 부르는 사람들 소리 잔고와는 달리 내겐 텅 빈 껍데기만 남은 체 버려졌지 돈이 다라고 말했던 사람들은 우울한 감정도 다 해결될 거라 말했는데 전부 그랬는데 Oh no 난 그런 사람이 아닌가 봐요 어머 아마도 사랑인가요 너도 그렇게 생각한다면 눈앞에 있는 나를 꽉 안아줘요 점점 모든 게 다 흐려져요 점점 선을 난 모르겠어요 이상해요 그대는 커피 같아요 그대 없이 손을 떨어요 그대는 담배 같아요 내 한숨을 들어줄래요 중독됐나요 되돌려야 해요 어디 있나요 그대의 손 그대의 품 그게 절실해요 그대는 강이 되어주네 여기는 쉼처럼 고요해요 매일 밤 몰래 오는 안식 같은 것 그대의 눈을 읽고 쓸 때 나는 토요일 같은 꿈을 내어 주네 아 아 아 우리는 대책 없이 쏟아지고 더 나은 곳으로 끌어내리고 나를 뒤흔들리게 유연하게 해 그대를 충분히 불러보네 기꺼이 새로운 대답을 기다릴 때 마치 몰랐었던 얼굴들처럼 그대는 커피 같아요 그대 없이 손을 떨어요 그대는 담배 같아요 내 한숨을 들어줄래요 중독됐나요 되돌려야 해요 어디 있나요 그대의 손 그대의 품 그게 절실해요,"88,758",2020,"Leellamarz, TOIL, youra",Human Addict,E Minor,9A,75,4:19,23,31,55.0,58,31.0,0.0,25.0,3.0,-9 dB,2020.0,0
19,미노이 당신을 기다리는 내마음에는,당신을 기다리는 내마음에는,미노이 (meenoi),"R&B/Soul, 인디음악",당신을 기다리는 내마음 속엔 어쩐지 욕심이 가득해서 기다리고 있나 봐요 당신을 담고 있는 내마음에는 무언가 이기적인 마음 같은 뭐 그런 게 있나 봐요 아무래도 나는 조금 더 널 안을래 안고 있을래 이 마음도 다 네가 만들어 낸 거잖아 욕심 부릴래 있는 그대로 널 안을래 안고 있을래 아무래도 나는 조금 더 널 안을래 안고 있을래 이 마음도 다 네가 만들어 낸 거잖아 욕심 부릴래 있는 그대로 널 안을래 안고 있을래 당신이 말하려 든 사랑이라는 건 왠지 어지러운 마음 같은 내마음보다 더 큰 뭐 그런 게 있나 봐요,"42,033",2020,meenoi,Something in my,D Major,10B,112,4:25,18,13,35.0,7,83.0,46.0,11.0,4.0,-14 dB,2020.0,0
20,앨리스 JACKPOT,JACKPOT,앨리스 (ALICE),댄스,Jackpot I just want Ha ha ha ding ding ding I’ll win Look at me Look at me 어서 빨리 내 Style 어때 눈빛이 눈빛이 홀린 듯이 내게 집중돼 화려한 내 비주얼에 다 놀라 다 놀라 오늘의 게임을 시작해볼까 해볼까 You know 잘 나가는 나를 보고 질투하는 쟤네들은 부러우면 지는 거야 Right Thats me Wow 눈이 돌아가 They watchin’ us Oops Focus on me now They watchin’ me 한번도 본 적 없는 Style일 거야 난 망설임 따윈 몰라 직진해 A-yo 오늘밤 내가 만들 History 후회하기 싫다면 날 따라 와 Flex ya 난 너의 Jackpot I love it 네 심장 소리 I gotta have fun I gotta have fun Let’s boom boom boom 터뜨려 Jackpot You want it 짜릿한 게임 쉽게 못 가져 Burn it Jackpot 네 맘을 걸어 All in Jackpot Say Lo-lo-lo-louder Now Not-not-not-later 시간 없어 지금 바로 Pop Jackpot을 터트릴 준비 돌려 Ring ring ring ring Jackpot 울려 Ring ring ring ring Jackpot 난 소다처럼 톡 쏴Flex Jackpot을 터트릴 준비 Jackpot I’m so happy Yeah 좋아 환호소리 Don’t stop betting Clap clap 터져 박수소리 Jump Jump 손을 들고 크게 외쳐 Burn Burn 분위기는 뜨거워져 빙글빙글 정신 없이 돌아가는 숫자들이 네 마음에 터질 세라 Pop Hit it Wow 빠져 들어가 They watchin’ us Oops Focus on me They watchin’ me 절대로 본 적 없는 Style일 거야 난 고민할 필욘 없어 직진해 A-yo 오늘밤 내가 만들 History 날 놓치기 싫다면 잘 따라 와 Flex ya 난 너의 Jackpot I love it 네 심장 소리 I gotta have fun I gotta have fun Let’s boom boom boom 터뜨려 Jackpot You want it 짜릿한 게임 쉽게 못 가져 Burn it Jackpot 네 맘을 걸어 All in Jackpot Say Lo-lo-lo-louder Gimme gimme Now Not-not-not-later Later 시간 없어 지금 바로 Pop Jackpot을 터트릴 준비 정신 없이 빠져 깊이 깊이 뭔가 Black hole같이 점점 내게 끌려 내 맘 뺏긴 힘들겠지만 노력해 봐 흔들어 Bang 계속 Bang bang 날 터뜨릴 사랑을 원해 난 너의 Jackpot I love it 네 심장 소리 I gotta have fun I gotta have fun Let’s boom boom boom 터뜨려 Jackpot You want it 짜릿한 게임 쉽게 못 가져 Burn it Jackpot 네 맘을 걸어 All in Jackpot Say Lo-lo-lo-louder Now Not-not-not-later 시간 없어 지금 바로 Pop Jackpot을 터트릴 준비 돌려 Ring ring ring ring Jackpot 울려 Ring ring ring ring Jackpot 난 소다처럼 톡 쏴 Flex Jackpot을 터트릴 준비 Jackpot,"3,512",2020,ALICE,JACKPOT,G Major,9B,116,3:26,28,82,86.0,55,22.0,0.0,25.0,5.0,-3 dB,2020.0,0
21,키썸 1위,1위(primero),키썸 (Kisum),랩/힙합,아무나 될 수 없어 1위는 너 하나 Only one you hey 내 맘속에 One pick은 너 하나 Only one you hey I'm gonna getcha getcha ya ya ya ya You make me so so crazy 야야 완전 대박 사건이야 그 앨 또 만난 거야 말도 안돼 진짜로 완벽한 내 이상형 하나부터 열까지 우리는 똑 닮았지 뜨거 뜨거 기름에 데인 느낌 푹 빠졌어 미끄러지듯이 암 것도 모르는데 다 알 것 같은 느낌이 들어 몰라 그런 게 있어 저 저기 내 말 알아들어 이런 적이 있던가 태어나 세상에 어머나 이게 무슨 일이지 정말 정신차려 혜령아 혜령아 혜령아 이럼 안돼 내 우선순윈 나란 말이야 연앤 골치 아픈 거야 나 하나 책임지기도 벅차 아냐 아냐 그게 너라면 모든지 다하죠 Anything everything 말만 해 아무나 될 수 없어 1위는 너 하나 Only one you hey 내 맘속에 One pick은 너 하나 Only one you hey I'm gonna getcha getcha ya ya ya ya You make me so so crazy 왜 또 봄이야 노래 부르던 애는 어디 가고 봄이야 봄 내 맘속에 활짝 꽃이 피고 살살 코를 간지럽혀 에취 덕분에 패턴 엉망 근데 오히려 좋다 날 숨 쉬게 해 너가 yeah yeah 텐션 high 누가 좀 말려봐요 아냐 됐어 이대로도 충분히 좋아요 First 1 primero 넌 내가 가질 수 있는 최고의 행복 이 세상 돈을 다 준대도 다 꺼져 너만 있으면 다 됐어 연앤 골치 아픈 거야 나 하나 책임지기도 벅차 아냐 아냐 그게 너라면 모든지 다하죠 Anything everything 말만 해 아무나 될 수 없어 1위는 너 하나 Only one you hey 내 맘속에 One pick은 너 하나 Only one you hey I'm gonna getcha getcha ya ya ya ya You make me so so crazy 침착해 착해 쿵쾅대 쾅대 천천히 갈래 우 그러다 놓쳐 니 맘에 맘에 딴 애는 삭제 1등 내가 할래 쭉 Running 전속력 연앤 겁나 좋은 거야 떠올리기만 해도 맘이 벅차 Finish line 너라면 모든지 다하죠 Anything everything 말만 해 아무나 될 수 없어 1위는 너 하나 Only one you hey 내 맘속에 One pick은 너 하나 Only one you hey I'm gonna getcha getcha ya ya ya ya You make me so so crazy 아무나 될 수 없어 1위는 너 하나 Only one you hey 내 맘속에 One pick은 너 하나 Only one you hey I'm gonna getcha getcha ya ya ya ya You make me so so crazy,"23,573",2020,Kisum,primero,C Major,8B,95,3:38,9,84,73.0,58,20.0,0.0,14.0,6.0,-2 dB,2020.0,0
22,소향 하늘바라기,하늘바라기,소향,"발라드, 국내드라마",꽃 잎이 내 맘을 흔들고 꽃 잎이 내 눈을 적시고 아름다운 기억 푸른 하늘만 바라본다 꼬마야 약해지지마 슬픔을 혼자 안고 살지는 마 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 하늘바라기 하늘만 멍하니 가장 큰 하늘이 있잖아 그대가 내 하늘이잖아 후회 없는 삶들 가난했던 추억 난 행복했다 아빠야 약해지지마 빗속을 걸어도 난 감사하니깐 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 따뜻한 바람이 부는 봄 내음 그대와 이 길을 함께 걷네 아련한 내 맘이 겨우 닿는 곳에 익숙한 골목 뒤에 숨어있다가 그대 오기만 오기만 기다린 그때가 자꾸만 떠올라 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에 그댈 위로해요 그댈 사랑해요 그대만의 노래로 하늘바라기 하늘만 멍하니,"17,050",2020,Sohyang,Hopefully sky,E♭ Major,5B,78,4:30,32,33,53.0,40,93.0,0.0,15.0,3.0,-8 dB,2020.0,0
23,T.P RETRO 미련,"못하겠다, 이별 (Feat. 12月)",T.P RETRO (타디스 프로젝트舊),"발라드, 인디음악",웃는 얼굴로 또 인사를 나눠 그래 그걸로 조금은 우리 아프지 않을 수 있을 거야 그렇게 거짓말을 해 이미 차가워진 사이라고 애써 마음을 속여보면 괜찮아질까 모든 추억을 버린다 해도 우리 아프지 않을 수 없을 거야 못 잊겠다 너를 이렇게 외면해봐도 안된다 자꾸 네가 피어나 결국 내가 너의 모든 것을 지워야겠지만 그마저 힘들다 못 하겠다 이별 마음을 달래봐도 안된다 더는 너무 아파서 만약 내가 너를 모두다 잊을 수만 있다면 난 할 수 있을까 이미 차가워진 사이라고 애써 마음을 속여보면 괜찮아질까 모든 추억을 버린다 해도 우리 아프지 않을 수 없을 거야 못 하겠다 이별 마음을 달래봐도 안된다 더는 너무 아파서 만약 내가 너를 모두다 잊을 수만 있다면 난 할 수 있을까 난 아직도 너를 그렇게 여전히 너를 잡을 수도 놓을 수도 없어 결국 내가 너의 모든 것을 지워야겠지만 그마저 힘들다 끝이라는걸 난 알고 있지만 안된다 더는 너무 아파서 만약 내가 너를 모두다 잊을 수만 있다면 난 할 수 있을까,"4,173",2020,"T.P RETRO, #AnNyeong",Regret (feat. AnNyeong),D Major,10B,156,4:33,5,76,30.0,27,23.0,0.0,12.0,4.0,-2 dB,2020.0,0
24,효정(오마이걸) 오늘도 어제처럼,오늘도 어제처럼,효정 (오마이걸),"발라드, 국내드라마",어제 보다 그대를 사랑하죠 단지 그대만 모르고 있죠 또 내일이면 오늘보다 더 많이 그대를 사랑하게 되죠 사랑하면 할수록 더 아파오는 나 그대는 모르고 있네요 그대를 사랑하면 할수록 하루가 일 년이 아파진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼 사랑하면 할수록 더 슬퍼지는 나 그대는 모르고 있네요 그대를 사랑하면 할수록 하루가 일 년이 아파진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼 이런 나날들이 더 얼마나 흘러야 알게 될까요 내가 그댈 사랑한 게 모두 내 잘못이라서 그댄 모른척하나요 그대를 사랑하면 할수록 이렇게 내 맘이 찢겨진대도 난 그대를 사랑한 걸 후회하지 않을래요 오늘도 어제처럼,"8,952",2020,HYOJUNG,오늘도 어제처럼,F# Major,2B,129,3:35,14,52,36.0,16,80.0,0.0,12.0,3.0,-5 dB,2020.0,0
25,김호중 너나 나나,너나 나나,김호중,성인가요/트로트,너나 나나 나나 너나 똑같은 인생 나나 너나 너나 나나 똑같은 세상 지지고 볶고 살아보아도 너나 나나 거기서 거기 니꺼냐 내꺼냐 따져보아도 너나 나나 거기서 거기 바람처럼 살아가다 바람처럼 사라지리라 낮은 곳에 내려놓고 웃으며 살아보자 너나 나나 나나 너나 똑같은 인생 나나 너나 너나 나나 똑같은 세상 너나 나나 나나 너나 수많은 사연 나나 너나 너나 나나 수많은 눈물 지지고 볶고 살아보아도 너나 나나 거기서 거기 니꺼냐 내꺼냐 따져보아도 너나 나나 거기서 거기 먼지처럼 살아가다 먼지처럼 사라지리라 낮은 곳에 내려놓고 웃으며 살아보자 너나 나나 나나 너나 똑같은 인생 나나 너나 너나 나나 수많은 눈물 너나 나나 나나 너나 똑같은 인생 나나 너나 너나 나나 똑같은 세상 똑같은 세상,"46,623",2020,KIM HOJOONG,you and me,E♭ Minor,2A,142,2:51,12,97,63.0,66,7.0,3.0,23.0,8.0,-1 dB,2020.0,0
26,전상근 보고 싶은 밤,보고 싶은 밤,전상근,"발라드, 국내드라마",몰랐었던 이야기 혼자였던 순간이 내 곁에서 떠나가질 않아 가슴 한 켠 빈자리 네가 없는 시간은 아무 의미 없는 것 같은데 잊고 살기엔 추억이 가득해 함께 하고 싶은데 자꾸 생각 나는데 네가 보고 싶은 밤 눈 감고 널 불러본다 혼자서 널 그려본다 널 사랑한다고 오늘따라 내가 더 밤하늘 별빛 속에 널 이대로 간직하고 파 보고 싶은 밤 힘겨웠던 날 지나 행복하고 싶다고 생각나는 만큼 더 난 너를 담길 원해 함께 했었던 그때의 우리가 자꾸만 그리워서 너무 보고 싶어서 네가 보고 싶은 밤 눈 감고 널 불러본다 혼자서 널 그려본다 널 사랑한다고 오늘따라 내가 더 밤하늘 별빛 속에 널 이대로 간직하고 파 보고 싶은 밤 네가 그리운 이 밤 더 크게 널 불러본다 슬픔 가득한 이 밤은 왜 이리 길까 너의 목소리 들려 그토록 사랑했던 널 한 번 더 간절히 말해 널 불러본다 네가 보고 싶은 밤,"16,150",2020,Jeon Sang Keun,Moody Night,E Major,12B,128,3:48,28,40,44.0,26,77.0,0.0,10.0,3.0,-7 dB,2020.0,0
